,questionId,questionTitle,Tags,questionBody,questionCreationDate,AcceptedAnswerId,questionViewCount,AnswerCount,CommentCount,questionScore,questionFavoriteCount,questionUserId,questionUserLocation,questionUserCreationDate,questionUserViews,answerId,answerBody,answerUserId,answerScore,answerCommentCount,commentId,commentText,code,,,
3273,54358550,Pepper Robot Connected But Show Offline On Connected Device,|android|android-studio|windows-7|robot|pepper|,"<p>I try to connect to the Pepper robot using my Windows 7 laptop. It is connected and I am able to view the Robot Viewer using Android Studio, but it shows ""offline"" when I want to deploy the Pepper robot.</p>

<p>I have tried:</p>

<ol>
<li>uninstall Vysor</li>
<li>kill adb.exe on my task manager</li>
<li>Restart the robot and my PC</li>
</ol>

<p>Any other solutions? </p>

<p>Screenshot showing the problem:</p>

<p><img src=""https://i.stack.imgur.com/vOfto.png"" alt=""Screenshot""></p>
",1/25/2019 3:25,,240,1,0,1,,6145865,,4/1/2016 15:55,5,54997410,"<p>Are your SDK platform-tools up-to-date? Also, have you activated the debug option on the tablet? Are you asked for your password when you connect the robot?  </p>

<p>Try to run <code>adb kill-server</code> by command line and then try again:  </p>

<p>1- Disconnect the robot<br>
2- Connect again (make sure you connect to the <strong>robot</strong> ip and not the tablet ip)<br>
3- Try to select target</p>
",4949074,0,0,,,wireless,,,
3530,58056874,How to create an occupancy grid map in python similar to Matlab occupancy grid,|python|grid|robotics|,"<p>I am aiming to create an occupancy grid as following in Matlab:</p>

<p>(<a href=""https://au.mathworks.com/help/robotics/ug/occupancy-grids.html"" rel=""nofollow noreferrer"">https://au.mathworks.com/help/robotics/ug/occupancy-grids.html</a>)</p>

<pre><code>map = binaryOccupancyMap(10,10,5);
setOccupancy(map,[5 5], 1);
</code></pre>

<p>I have googled and got overwhelmed with Python's robotics algorithms. 
Could anyone please help to instruct a simple way to do in python?</p>
",9/23/2019 6:40,,2541,0,0,2,,10122673,Australia,7/23/2018 13:14,9,,,,,,,,mapping,,,
3318,54949446,Java: duration of movement of Finch Robot,|java|eclipse|robot|finch|,"<p>I'm new to programming. I have code for my Finch robot that simply loops a zigzag section after the user inputs how many times it should loop for, but how do I input another question that asks how long each zigzag section should be?</p>

<p>For example, the first question I ask is how many zigzag sections the user wants to loop for, but I also want to ask how long each zigzag segment should be (how long each line should be before it turns the other way).</p>

<p>Code:</p>

<pre class=""lang-java prettyprint-override""><code>Finch myFinch = new Finch();
Scanner sc = new Scanner(System. in );

System.out.println(""Welcome! Complete the following entries"");
System.out.println(""Number of zigzag sections:  "");

int noOfTimes = sc.nextInt();

do {
    myFinch.setLED(Color.green);
    myFinch.buzz(600, 2250);
    myFinch.setWheelVelocities(180, 0, 750);
    myFinch.setWheelVelocities(100, 100, 1500);
    myFinch.setLED(Color.red);
    myFinch.buzz(600, 2350);
    myFinch.setWheelVelocities(0, 180, 850);
    myFinch.setWheelVelocities(180, 180, 1500);
    noOfTimes--;

} while ( noOfTimes &gt; 0 );

myFinch.quit();
System.exit(0);
</code></pre>
",3/1/2019 17:18,54951801,225,1,1,0,,11120121,"Leyton, London, UK",2/26/2019 15:11,16,54951801,"<p>Check java <code>Scanner</code> doccumentation <a href=""https://docs.oracle.com/javase/7/docs/api/java/util/Scanner.html"" rel=""nofollow noreferrer"">here</a></p>

<p>Code sample to accept multiple inputs</p>

<pre><code>import java.util.Scanner;

class GetInputFromUser
{
   public static void main(String args[])
   {
      int a;
      float b;
      String s;

      Scanner in = new Scanner(System.in);

      System.out.println(""Enter an integer"");
      a = in.nextInt();
      System.out.println(""You entered integer "" + a);

      System.out.println(""Enter a float"");
      b = in.nextFloat();
      System.out.println(""You entered float "" + b);  

      System.out.println(""Enter a string"");
      s = in.nextLine();
      System.out.println(""You entered string "" + s);
   }
}
</code></pre>
",3065198,0,0,96664163,"What have you tried? Can you see where the other values are asked for and then scanned in? What happens if you try it yourself? Unfortunately, SO is not a great tutorial site, so you are encouraged to figure this out yourself with the many tutorials you can find online.",mp,,,
3382,55965675,From camera calibration to picking up colored cubes with robot arm,|python|opencv|camera-calibration|robotics|coordinate-transformation|,"<p>I want to pick up colored cubes with a robot arm that I detect with a camera and OpenCV, in Python. I managed to detect the different colored cubes and I calibrated the camera with the checkerboard process.</p>

<p><strong>The setup:</strong></p>

<p><a href=""https://i.stack.imgur.com/dt0rH.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/dt0rH.jpg"" alt=""Setup front""></a>
<a href=""https://i.stack.imgur.com/rpWsl.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/rpWsl.jpg"" alt=""Setup top""></a></p>

<p><strong>Cube detection:</strong>
<a href=""https://i.stack.imgur.com/wYvNL.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/wYvNL.jpg"" alt=""Cubes detected""></a></p>

<p>The problem is that I don't understand the rest of the process of getting the coordinates from the object with the camera and translating them to the robot arm for pick up.</p>

<p><strong>The following steps have been completed:</strong></p>

<ol>
<li><p>Separating color boundaries with HSV and drawing bounding boxes. So I have the pixel x, y of the object.</p></li>
<li><p>Calibrating the camera resulting in the following camera matrix and distortion coefficients: </p>

<p>Camera Matrix: [[1.42715609e+03 0.00000000e+00 9.13700651e+02]  [0.00000000e+00 1.43275509e+03 5.58917609e+02]  [0.00000000e+00
0.00000000e+00 1.00000000e+00]]</p>

<p>Distortion:[[ 0.03924722 -0.30622971  0.00124042 -0.00303094  0.49458539]]</p></li>
<li><p>Trying to figure out the next steps in the documentation of OpenCV</p></li>
</ol>

<p><strong>The result</strong></p>

<p>I read through the API documentation on this page: <a href=""https://docs.opencv.org/2.4/modules/calib3d/doc/camera_calibration_and_3d_reconstruction.html"" rel=""nofollow noreferrer"">https://docs.opencv.org/2.4/modules/calib3d/doc/camera_calibration_and_3d_reconstruction.html</a></p>

<p>But with my skill level I can't seem the extract the practical steps to take, in order to attain my goal.</p>

<p>My questions:</p>

<ol>
<li>How do I use the camera matrix and distortion coefficients to get coordinates of the object in the image frame?</li>
<li>How do I translate the coordinates on the image frame to the robot end-effector coordinates?</li>
<li>If I keep the camera on a fixed position. Does this mean I only have to do the calibration ones?</li>
</ol>

<p>******* <strong>edit:</strong> *******</p>

<p>I went for a different approach. I managed to solve the rotation and translation between two coordinate systems through SVD. But I made an error in thinking I could use pixel coordinates to translate from the camera coordinate system to that of the robot. I think you need to translate the u, v values first. </p>

<p><strong>How can I translate the pixel uv to world coordinates, so that I can use the code below to get translation and rotation to robot arm?</strong></p>

<p>Here's my code:</p>

<pre><code>#######################################################################
# Step 1: Input camera and world coordinates, and calculate centroids #
#######################################################################
print("""")

# Camera and robot to world coordinates
Pc = np.matrix([[604,119,0],[473,351,0], [730,329,0]])
print(""Camera points matrix: "")
print(Pc)
print("""")

Pr = np.matrix([[177,-38,0],[264,-93,0], [258,4.7,0]])
print(""Robot points matrix: "")
print(Pr)
print("""")

# Calculate centroids
Cc = Pc.mean(axis=0)
Cr = Pr.mean(axis=0)

print(""Centroid camera: "")
print(Cc)
print("""")
print(""Centroid robot: "")
print(Cr)
print("""")

# Pc and Pr - centroids of Pc and Pr
Pc_minus_Cc = np.subtract(Pc, Cc)
print(""Pc - centroidC: "")
print(Pc_minus_Cc)
print("""")

Pr_minus_Cr = np.subtract(Pr, Cr)
print(""Pr - centroidR: "")
print(Pr_minus_Cr)
print("""")

############################################################################
# Step 2: Calculate H, perform SVD and get rotation and translation matrix #
############################################################################

# Get H
print(""(Pr - centroidR) transposed: "")
print(Pr_minus_Cr.T)
print("""")
H = np.matmul(Pc_minus_Cc, Pr_minus_Cr.T)
print(""H: "")
print(H)
print("""")

# Perform SVD
u, s, v = np.linalg.svd(H)
print(""SVD result: "")
print(""u: "")
print("""")
print(u)
print("""")
print(""s: "")
print(s)
print("""")
print(""v: "")
print(v)
print("""")

# Calculate rotation matrix
R = np.matmul(v,u.T)
print(""Rotation matrix: "")
print(R)

# Calculate t
t = -R * Cc.T + Cr.T
print(""t: "")
print(t)
</code></pre>
",5/3/2019 8:07,,1696,1,3,0,0,4581914,,2/19/2015 0:32,39,55968784,"<p>to 1) you have already code which draws boxes around detected objects. So you have already coordinates in your matrix. If not you could do something like that.</p>

<pre><code>        for c in contours:
        if cv2.contourArea(c) &lt; self.min_area:
            continue
        # detected
        (x, y, w, h) = cv2.boundingRect(c)
        cv2.rectangle(frame, (x, y), (x + w, y + h), (0, 255, 0), 2)
</code></pre>

<p>and than x + w / 2 is your x in the matrix</p>

<p>to 2 ) you cannot directly you would need someorientation point so that the Arm 
would know where (x+y distance) starts your matrix in the world of the arm</p>

<p>to 3) calibartion depends always on your light conditions right ? so as long they don't change your calibartion should be fine. However it turns out the calibration is needed from time to time e.g. with usb cameras</p>
",3732793,0,4,98582618,"The camera matrix is related to the camera per se (focal length, image size, etc) I suggest [this article](http://ksimek.github.io/2013/08/13/intrinsic/). So in other words, for question 3, If you have the same camera/resolution, the calibration (in this case the camera matrix) is the same. For question 1 and 2, you need depth, or know points which you can get the depth out of it. You can take a look to [this](https://www.pyimagesearch.com/2015/01/19/find-distance-camera-objectmarker-using-python-opencv/) and [this](https://docs.opencv.org/3.3.0/dc/d2c/tutorial_real_time_pose.html)",mp,mc,,
3542,58584411,Java: Instance of Class B in Class A where Class B uses variables declared in Class A,|java|class|robotics|,"<p>AutoRedBuilding class declares instance variables leftMotor, rightMotor and foundationServo. RobotMover class contains methods that use those instance variables and I would like to call the RobotMover methods in AutoRedBuilding. </p>

<p>Specifically, the instance variables declared in AutoRedBuilding are actuators like motors and servos. RobotMover is a class that contains methods which move the actuators in a certain way such as driving forward and turning. I would like to somehow call the RobotMover methods in AutoRedBuilding. </p>

<p>I've tried making the AutoRedBuilding variables public, then creating an instance of RobotMover in AutoRedBuilding but that didn't work (code below). Example error message (I get the same error message for all the actuator variables): </p>

<pre><code>RobotMover.java - cannot find symbol
symbol: leftMotor
</code></pre>

<pre><code>// Copyright (c) 2019 Terrace BroBots. All rights reserved.

package org.firstinspires.ftc.teamcode;

import com.qualcomm.robotcore.eventloop.opmode.Autonomous;
import com.qualcomm.robotcore.eventloop.opmode.LinearOpMode;
import com.qualcomm.robotcore.hardware.DcMotor;
import com.qualcomm.robotcore.hardware.Servo;

@Autonomous(name=""Autonomous: Red Building Zone"", group=""SkyStone"")

public class AutoRedBuilding extends LinearOpMode {

    // declare hardware variables
    public DcMotor leftMotor;
    public DcMotor rightMotor;
    public Servo foundationServo;

    @Override
    public void runOpMode() {
        // initialise hardware variables
        leftMotor = hardwareMap.get(DcMotor.class, ""leftMotor"");
        rightMotor = hardwareMap.get(DcMotor.class, ""rightMotor"");
        foundationServo = hardwareMap.get(Servo.class, ""foundationServo"");

        // wait for game to start
        waitForStart();

        /* 
        THIS IS WHERE RobotMover CLASS METHODS ARE CALLED
        */
        RobotMover mover = new RobotMover();
        mover.driveForward(10, 1);
        mover.driveReverse(10, 1);
        mover.turnRight90();
        mover.turnLeft90();
        mover.clipFoundation();
        mover.unclipFoundation();
    }
}

</code></pre>

<pre><code>// Copyright (c) 2019 Terrace BroBots. All rights reserved.

import java.lang.Math; 

public class RobotMover {

    // unit conversion rates
    private double robotWidthCm = 0;
    private double wheelRadiusCm = 0;
    private double degree90ToCm = (2 * Math.PI * robotWidthCm) / 4;
    private double cmToTicks = 2240 / (2 * Math.PI * wheelRadiusCm);

    public void setMotorPowers(double leftPower, double rightPower) {
        leftMotor.setPower(leftPower);
        rightMotor.setPower(rightPower);
    }

    public void driveMotorDistances(double cmLeftDistance, double cmRightDistance, double power) {
        // reset encoders
        leftMotor.setMode(DcMotor.RunMode.STOP_AND_RESET_ENCODER);
        rightMotor.setMode(DcMotor.RunMode.STOP_AND_RESET_ENCODER);

        // convert cm to ticks and set target position
        int tickLeftDistance = (int) Math.round(cmLeftDistance * cmToTicks);
        int tickRightDistance = (int) Math.round(cmRightDistance * cmToTicks);
        leftMotor.setTargetPosition(tickLeftDistance);
        rightMotor.setTargetPosition(tickRightDistance);

        // drive until position is reached 
        setMotorPowers(power, power);
        while(leftMotor.isBusy() &amp;&amp; rightMotor.isBusy()) {}
        setMotorPowers(0, 0);
    }

    /*
    THESE ARE THE METHODS CALLED IN AutoRedBuilding CLASS
    */

    public void driveForward(double cmDistance, double power) {
        driveMotorDistances(cmDistance, cmDistance, power);
    }

    public void driveReverse(double cmDistance, double power) {
        driveMotorDistances(-cmDistance, -cmDistance, power);
    }

    public void turnRight90() {
        driveMotorDistances(degree90ToCm, 0, 0.8);
    }

    public void turnLeft90() {
        driveMotorDistances(0, degree90ToCm, 0.8);
    }

    public void clipFoundation() {
        foundationServo.setPosition(0.5);
    }

    public void unclipFoundation() {
        foundationServo.setPosition(0);
    }
}
</code></pre>
",10/27/2019 23:58,,45,1,3,0,,9227818,,1/17/2018 5:58,16,58584496,"<p>If you want <code>RobotMover</code> to know about these variables then they need to be passed to this class either in the constructor or as <code>setter</code> methods</p>

<p>e.g.</p>

<pre><code>RobotMover mover = new RobotMover(DCMotor left, DCMotor right); 
</code></pre>

<p>The <code>RobotMover</code> will need to have corresponding fields </p>
",2310289,0,0,103482962,"*but that didn't work* - why do you mean? Do you have some errors, if so please share.",mc,,,
3336,55151675,My team's robot keeps spinning for a random amount of time and we don't know why,|java|methods|robotics|,"<p>We are using the modern robotics gyro.
We program in java.
We are using the base code provided by FTC for the First Tech Challenge.
Here is our gyro code as well as the turning code including the code that is supposed to stop the robot.</p>

<p>gyro = hardwareMap.get(ModernRoboticsI2cGyro.class, ""gyro"");</p>

<p>ModernRoboticsI2cGyro gyro;</p>

<p>private static final double GYRO_TOLERANCE = 4.00; // degrees
  private static final long GYRO_DELAY = 10; //ms</p>

<pre><code>public void turn(double angle, double power)
{

    Hw.frontLeftDrive.setMode(DcMotor.RunMode.RUN_USING_ENCODER);
    Hw.frontRightDrive.setMode(DcMotor.RunMode.RUN_USING_ENCODER);
    Hw.backLeftDrive.setMode(DcMotor.RunMode.RUN_USING_ENCODER);
    Hw.backRightDrive.setMode(DcMotor.RunMode.RUN_USING_ENCODER);

    // Sets angle above 0 and below 360 to prevent errors when plugging values in.
    angle = angle % 360;
    if(angle == 0 || power == 0) // if someone plugs in 0 for power or the angle, it just stops the statement and continues
        return;
    power = Math.abs(power);
    if(power &gt; 0.5) power = 0.5; // and this sets power to half power if anyone plugs in a higher value than half

    if(Math.abs(angle) &gt; 180.0) power = -power; //sets power sign (+ or -) to sign of angle

    //gets current angle and adds desired change to it
    float currentAngle = Hw.gyro.getHeading();
    float targetAngle = (float) (currentAngle + angle);


    // give robot some boundaries when checking gyro to prevent infinite checking of accuracy
    double tolerance = GYRO_TOLERANCE * Math.abs(power);
    long compensatedDelay = (long)(GYRO_DELAY / Math.abs(power));

    //make sure angle is over 0 or under 361
    if (targetAngle &gt; 360)
        targetAngle -= 360;
    else if (targetAngle &lt; 0)
        targetAngle += 360;

    double maxLimit = targetAngle + tolerance;
    double minLimit = targetAngle - tolerance;

    //set power states of motors
    Hw.frontLeftDrive.setPower(power);
    Hw.frontRightDrive.setPower(-power);
    Hw.backLeftDrive.setPower(power);
    Hw.backRightDrive.setPower(-power);

    // repeatedly check position for best accuracy until it falls into the set boundaries
    double current = Hw.gyro.getHeading();
    **while(current &gt; maxLimit || current &lt; minLimit){
        sleep(compensatedDelay);
        current = Hw.gyro.getHeading();
    }**
    //stops motors
    Hw.frontLeftDrive.setPower(0);
    Hw.frontRightDrive.setPower(0);
    Hw.backLeftDrive.setPower(0);
    Hw.backRightDrive.setPower(0);
}
</code></pre>
",3/13/2019 21:46,,90,0,5,0,,,,,,,,,,,97044373,"hmm either it hops over the tolerance(during sleep) or adding tollerance lead you out of the gyro.getHeading() range(probably both). I see other parts that look confusing. Why don't adjust in the while the power. So you need some initial power(depending on the angle) and the closer you get to target, the slower you turn",orientation,,,
3321,55081981,How to include a folder of libraries in C?,|c|include|libraries|clion|robotics|,"<p>I'm trying to include a folder that contains a combination of around 60 .h and .hpp files. This folder contains libraries for programming robots with a <a href=""https://www.kipr.org/kiss-institute-for-practical-robotics/hardware-software"" rel=""nofollow noreferrer"">Wallaby</a> (a mini-computer-like device) for Botball competition. <code>include</code> is located in the same place as <code>main.c</code> (inside <code>code</code>). Up until now, this is what my header for including libraries looks like:</p>

<pre><code>#include ""../code/include/accel.h""
</code></pre>

<p>Just like <code>accel.h</code>, I have 60 other .h and .hpp files inside <code>include</code>. So, coming to my question, do I need to type out all the 60 header lines? or is there a way to include the <code>include</code> folder. </p>

<p>I'm using Clion for this project, if I can't include the folder itself, does anyone know of a shortcut in Clion to include all the files in <code>include</code>.</p>

<p>I was also thinking of using some sort of placeholder for the folder name and only specify the file type. So, for example: <code>#include ""../code/include/(generic placeholder name).h""</code>. I have no clue if something like this exists.</p>

<p>I would also request you to keep in mind that I'm a beginner to programming, so please keep your answers simple.</p>

<p>This is just for some extra info:<br>
The Wallaby is a mini computer to which you would connect your sensors, motors, servos and cameras in order to control a robot for the Botball competition. Usually, one can connect to the Wallaby either via Wifi Direct or a cable and write programs on it directly through an online interface (not entirely sure of the word for it, but you just type in an IP address in your browser and it brings up an interface where you can make projects and code). All the code written in that interface saves directly onto the Wallaby. Here the default include statement is <code>#include &lt;kipr/botball.h&gt;</code>, so I'm assuming that <code>botball.h</code> (which is located on the Wallaby's storage) has all those 60 libraries consolidated in it. I got the include folder that I'm using from <a href=""https://github.com/kipr/libwallaby"" rel=""nofollow noreferrer"">GitHub</a>. This link was provided to me by one of the Botball organisers. So the main point in me trying to download the library is so that I can write and successfully compile code even when I'm not connected to the Wallaby. Hope this provides some relevant context. </p>

<p>Thank you for your answers!</p>
",3/9/2019 21:10,,402,2,5,0,,11176928,,3/9/2019 19:27,5,55082150,"<p>CLion is an IDE for Clang and GCC.  These compilers are instructed to search paths for include files by specifying <code>-I&lt;path&gt;</code> command line arguments.  Any number may be specified, and they are searched in the order given, and the first match found is the file that gets included.</p>

<p>I am not familiar with CLion specifically but no doubt it has a dialog somewhere where you can set header file search paths.</p>

<hr>

<p>Edit:  It seems that CLion may not make this so straightforward.  I understand that you have to add then via CMake: <a href=""https://cmake.org/cmake/help/v3.0/command/include_directories.html#command:include_directories"" rel=""nofollow noreferrer"">https://cmake.org/cmake/help/v3.0/command/include_directories.html#command:include_directories</a>, but after that, the IDE will not recognise the header in the editor and will warn you of unrecognised files and will not provide code comprehension features.  I believe it will build nonetheless.</p>
",168986,0,0,96909757,What do you want to achieve? Less typing? Faster something? Smaller something? More maintainability? More readability?,li,,,
3315,54935240,Robot reverses at high speed before following path given by ros nav stack,|localization|navigation|ros|robotics|motion-planning|,"<p>I am using ros nav stack in conjunction with google cartographer (Mapping and localization) to navigate the robot through a known map. Right now, the robot follows the path generated with acceptable accuracy. But,often, once the path has been generated, the robot reverses at the highest speed set in the params file (escape_velocity parameter), and then starts to move forward correctly on the genrated path.</p>

<p>I have attached images of all my param file: 1.<a href=""https://i.stack.imgur.com/fEzXV.png"" rel=""nofollow noreferrer"">Praram Files-1</a> 2. <a href=""https://i.stack.imgur.com/G3wKO.png"" rel=""nofollow noreferrer"">Param Files-2</a>. The name of each parameter file is mentioned at the top. But to avoid confusion, they are in the order:</p>

<p>A. Param Files-1:
   1. Global Costmap Params  2. Local Costmap Params  3. Common Costmap Params 
   4. Global Plnner Params  5. Local Planner Params</p>

<p>B. Param Files-2: Move Base Params</p>

<p>This is a link to a video of how it looks on rviz. <a href=""https://vimeo.com/320040685"" rel=""nofollow noreferrer"">https://vimeo.com/320040685</a></p>

<p>The thinner line in green is the plan generated by ros nav stack. The thicker line seen later in the video is the actual robot movement. You can see that the robot first reverses and then starts moving forward.</p>

<p>I am new to this forum so please let me know if I need to give anymore data for anyone to answer this</p>

<p>Has anyone else has this problem? Will appreciate any tips on fixing this! Thanks in advance!</p>

<p>P.S: I am using ROS Indigo on Ubuntu 14.04</p>
",2/28/2019 22:25,,626,2,0,0,,11133212,"MI, USA",2/28/2019 22:08,1,54947869,"<p>This is a list of observation that may help you to find the problem:</p>

<ol>
<li><p>Your robot seem not sure of is position at the beginning. Try to improve that to get a better navigation.</p></li>
<li><p>(I think it's your problem) Your robot start in the inflation layer of the local costmap. I don't see your local planner file but by default the robot will avoid to be in this place. 
Have a look at  : <a href=""http://wiki.ros.org/costmap_2d/hydro/inflation"" rel=""nofollow noreferrer"">Inflation Costmap Plugin</a></p></li>
<li><p>Check if your robot radius, obstacle avoidance and all that config match to your robot.</p></li>
<li><p>Navfn is quite old, it should works on your project but it might be nice to use global planner. Another local planner could also be tried.</p></li>
</ol>

<p>Hope this help.</p>

<p>Have a nice day! </p>
",8508485,0,1,,,mp,,,
3606,58997045,run background loop or callbacks concurrently with qt C++ application?,|c++|qt|callback|robotics|,"<p>I'm writing a qt5 application in C++ to control my robotic contraption. I'm using a Raspberry Pi running Ubuntu 18.04 to accomplish this. The program will never run on anything but Linux. I'm not too familiar with qt, but it seems like the common way to run a qt application is by returning </p>

<pre><code>int QApplication::exec()
</code></pre>

<p>in the main function. However, I need to run non-GUI-related code concurrently. For example, I need a callback to be executed every time my encoders change state. This callback has nothing to do with user input or the GUI. How can I make the main function receptive to the callback while it is running the qt application window at the same time?</p>

<p>The documentation says: </p>

<pre><code>To make your application perform idle processing, i.e., executing a special function whenever
there are no pending events, use a QTimer with 0 timeout. More advanced idle processing schemes 
can be achieved using processEvents().
</code></pre>

<p>I don't really understand how either of these methods are applicable to my situation. Should either of these schemes be used, or should I use another technique? A simple example would help me a lot.</p>

<p>Edit: I'm adding this due to the comments below:</p>

<p>I'd rather not sample in intervals, because it would most likely miss some changes in state completely. I'm reading the data output from an AM26C32 chip via input on my gpio pins of the Pi. Essentially, every change in state needs to execute a callback. Since there are 40,000 states per motor revolution, I cannot have periodic checks -- the callbacks need to be executed immediately. The encoders (sensors) are incremental and not absolute. Also, I'm using the pigpio library for gpio handling.</p>

<p>Edit 2: After a bit more reading, I think I'll need to use QThread with event loops. The Raspberry Pi 3B+ has 4 cores; if I run the GUI on one thread, and each (of 2) encoder on another thread, this may work. Does anyone have experience with this? Am I on the right track here?</p>
",11/22/2019 15:13,58998285,941,1,4,0,,6928068,,10/5/2016 18:12,14,58998285,"<p>It seems to me this is more about the design of the program to handle events, probably realtime asyou are talking about robotic control</p>

<p>As callback in qt application thread => Execution blocked by GUI events</p>

<p>In background thread => Mostly free from interruption from GUI events, as you can have control on the priority. See: <a href=""http://man7.org/linux/man-pages/man3/pthread_setschedparam.3.html"" rel=""nofollow noreferrer"">http://man7.org/linux/man-pages/man3/pthread_setschedparam.3.html</a></p>

<p>IMO handling in a background thread is a better options. Even if you are using Qt you can still use other threading / timer implementation.</p>

<p>The Frequency Counter 1 example from pigpio is still applicable</p>

<p>If you need communication between the callbacks and GUI, you can use a wait-free queue (e.g. <a href=""https://github.com/Taymindis/wfqueue"" rel=""nofollow noreferrer"">https://github.com/Taymindis/wfqueue</a> ) to pass message between them, while not being blocked by the progress of GUI thread</p>

<p>At the end you have to ensure the GPIO callback is can be completed in each interval.</p>
",2829853,0,8,104245202,"A `QTimer` (interval configurable in milliseconds) performs a periodic callback of a signal handler. If you have to read data periodically it might be sufficient but two additional requirements have to be matched: 1) Reading may not block. 2) Reading may not last too long. It's important that signal handlers return to event loop ASAP. (While a signal is handled the event loop is blocked.) For a blocking read, I see no alternative than to do it in an extra thread.",multithreading,,,
3283,54373318,"VSCode Java Project: Class file has wrong version 55.0, should be 52.0, Gradle Build Failing",|java|visual-studio-code|robotics|,"<p>I have a Java project in VSCode that is failing to build via Gradle and WPILib (FRC code).</p>

<p><a href=""https://i.stack.imgur.com/lPJZM.png"" rel=""nofollow noreferrer""> This is a screenshot of my terminal while trying to build.</a>
I've seen replies that say it's a problem with the JAVA_PATH variable, but that can't be it because this code is failing to build on multiple devices. It seems to be a problem with the software itself, has anyone had this problem before or have suggestions about how to fix it? I've checked my vendor libraries, all of them are up to date (the only one relevant here is REV Robotics, and that's the correct version.</p>
",1/25/2019 21:56,,1170,1,1,1,0,9276670,,1/27/2018 14:23,22,54373519,"<p>This errors say, that the classes inside SparkMax-java-1.0.27.jar were compiled with a newer Java compiler (Java 11) and your Gradle Build compiles with a Java 8 compiler. You have to set your Gradle build to compile with Java 11.</p>

<p>Should be build.gradle</p>

<pre><code>apply plugin: 'java'
sourceCompatibility = 11
targetCompatibility = 11
</code></pre>
",10519477,1,0,95561201,"Possible duplicate of [Class file has wrong version 52.0, should be 50.0](https://stackoverflow.com/questions/28180915/class-file-has-wrong-version-52-0-should-be-50-0)",bf,,,
3267,54147301,Applying PID Controller for trajectory planning algorithm,|linear-algebra|robotics|pid-controller|,"<p>I am developing a path planning algorithm for a Segway robot. After running the algorithm path to the goal is obtained in form of <code>(x, y, theta)</code> coordinates. The hardware and sensor noises causing much trouble in following the path and error is accumulating. I thought of applying PID Control. I need to set the steering angle to the direction of movement by calculating the cross track error. </p>

<p>1) How to calculate the CTE with original co-ordinate <code>(x1, y1, theta1)</code> and current position <code>(x1', y1', theta1')</code>?</p>

<p>2) How to select values for <i>K<sub>p</sub></i>, <i>K<sub>i</sub></i> and <i>K<sub>d</sub></i> for this scenario?</p>

<p>Additional information: Development environment is Android studio.</p>
",1/11/2019 13:15,54184184,577,1,2,0,,10579805,Germany,10/30/2018 10:23,32,54184184,"<p>You can find the <i>K<sub>p</sub></i>, <i>K<sub>i</sub></i>, <i>K<sub>d</sub></i> values either experimentally or with a method like <a href=""https://en.wikipedia.org/wiki/Ziegler%E2%80%93Nichols_method"" rel=""nofollow noreferrer"">Ziegler-Nichols Method</a> which would be more accurate.</p>

<p>Experimentally, you can try:</p>

<ol>
<li>Set all gains to 0.</li>
<li>Increase <i>K<sub>d</sub></i> until the system oscillates.</li>
<li>Reduce <i>K<sub>d</sub></i> by a factor of 2-4.</li>
<li>Set <i>K<sub>p</sub></i> to about 1% of <i>K<sub>d</sub></i>.</li>
<li>Increase <i>K<sub>p</sub></i> until oscillations start.</li>
<li>Decrease <i>K<sub>p</sub></i> by a factor of 2-4.</li>
<li>Set <i>K<sub>i</sub></i> to about 1% of <i>K<sub>p</sub></i>.</li>
<li>Increase <i>K<sub>i</sub></i> until oscillations start.</li>
<li>Decrease <i>K<sub>i</sub></i> by a factor of 2-4.</li>
</ol>
",3636858,1,0,95392439,Cross track error,mp,,,
3739,63019490,Error with few arguments while running from ROS a python file,|python|pycharm|ros|robotics|,"<p>I am new to ROS and I am working with a Jaco 2 robotic arm (model 7 DOF)
Now I am trying to do some stuff to understand better how exactly it works</p>
<p>I found some code here:</p>
<p>[https://github.com/Kinovarobotics/kinova-ros/blob/master/kinova_demo/nodes/kinova_demo/pose_action_client.py][1]</p>
<p>to move the arm but I when I tried to run it from termninal with command : python JacoTutorial.py</p>
<p>I had a weird error that says:</p>
<p>**</p>
<pre><code>JacoTutorial.py [-h] [-r] [-v]
                       kinova_robotType [unit] [pose_value [pose_value ...]]
JacoTutorial.py: error: too few arguments
</code></pre>
<p>**</p>
<p>The problem is that because Pycharm doesnt recognize rospy and all ros libraries I cannot also debug it to see where the problem with the few argument exists...</p>
<p>I thought that maybe the code is only for 6 DOF Jaco but it doesnt seem to have different arguments for different models.</p>
<p>Does anybody face that error in the past ?</p>
",7/21/2020 17:03,,150,1,0,0,,12737914,,1/18/2020 15:16,7,63059513,"<p>It does not look like there is an error with the actual program, you need to pass arguments in the command line to the program to configure it correctly.</p>
<p>If you run <code>python JacoTutorial.py -h</code> (<code>-h</code> is an argument!), it will display the help prompt with all of the arguments you can pass on the command line. Looks like the only required argument is <code>kinova_robotType</code>.</p>
",8316278,0,0,,,mc,,,
