,questionId,questionTitle,Tags,questionBody,questionCreationDate,AcceptedAnswerId,questionViewCount,AnswerCount,CommentCount,questionScore,questionFavoriteCount,questionUserId,questionUserLocation,questionUserCreationDate,questionUserViews,answerId,answerBody,answerUserId,answerScore,answerCommentCount,commentId,commentText,code
3284,54385059,Open-loop or Closed-loop (reactive) Path planning?,|robotics|planning|mpc|,"<p>When we do path planning for collision avoidance, we can realize it open-loop or closed-loop.
The open-loop method is to use an inherent simplified model, say, Bicycle model, for example, and propagate the system forward with an optimal input by designing a controller (MPC, or others). However, the states of the simplified model may surely diverge from the real ones due to modelling error as time goes by, hence we need to re-initialize the states of the path planner with the real system states (obtained via measurement or estimation). In this way, we have closed-loop planning. The question is that what frequency of this kind of re-initialization occurs? High re-initialization frequency makes the planning more accurate, but in the mean-time, it may cause zigzag sew-shape reference for the lower-level controller.   </p>
",1/27/2019 4:21,54447882,755,1,0,0,,9438864,,3/3/2018 16:26,35,54447882,"<p>The answer to this is very system dependent. You are correct in saying that the open loop system is non-realizable. Planning/control is usually done in two stages.</p>

<p>1) Trajectory Generation: This is usually done predictivly or in open loop (the P in MPC). Depending on the ability of the lower level control, this need not be done too frequently. For example, if trajectory execution deviates from your planned beyond some threshold (or beyond stability guarantees) you would then have to re-plan.</p>

<p>2) Trajectory following/execution: Given an nominal trajectory (including nominal open loop controls), a lower level controller attempts to follow this as closely as possible. This would include a stabilizing controller such as LQR or something similar. </p>

<p>The key to understanding what ""too fast"" is for re-planning is how much your system drifts over time and what kind of safety guarantees you want to produce. For example, if you allow for a 5cm buffer around obstacles in your open loop plan then an appropriate time to re-plan would be when the robot deviates from the trajectory (in R3 for example) by some threshold less than 5cm. If you re-plan any later than that, you cannot guarantee that your robot will not collide with the static obstacles in the environment. </p>

<p>Clearly, this is driven by the accuracy of your model as well as how good a job your low level control does in following that trajectory. Ideally, if your model is reasonably accurate and if your low level control is very good, then no re-planning is necessary (assuming a static environment). </p>
",3194808,1,1,,,obstacles
3240,53420274,scanning the area with rotating turtlebot 2,|ros|robotics|,"<p>I'm working on a project with ROS using gzebo simulator and turtlebot 2.
I'm trying to make my robot navigate himself into a clear path.
my robot moves only forward, and my idea was to rotate it 360 degrees and get readings from his laser scan, and then get back to the angle that had a reading
that represents a clear path.</p>

<p>I'm having trouble thinking about a right implementation though and would like to get some reviews about my idea and any suggestions that could help.</p>

<p>Thanks!</p>
",11/21/2018 20:50,,163,1,0,0,,9837518,,5/23/2018 23:20,89,53619530,"<p>What is the problem exactly?</p>

<ul>
<li>detecting the clear path after the rotation?</li>
<li>Rotating to it and driving into it?</li>
<li>Something else?</li>
</ul>

<p>Is there a reason why you can not use the global &amp; local planner of ROS and simple calculate a goal for them after the rotation?</p>

<p>Or you mean your robot can only drive straight and rotate in place? No driving curves?</p>

<p>Than take the global plan and check for each cell after the start, if it is reachable in  a straight line without hitting an obstacle. If not, drive to the previous reachable cell rotate there and start anew.</p>
",10698523,0,0,,,fp
1936,22893179,"compute pitch, roll and yaw movement of an object in Matlab",|matlab|matrix|rotation|simulator|robotics|,"<p>I am currently working, with Matlab, on a 3D simulator whose aim is to move an object (currently it's just a  simple circle) in space (using plot3). </p>

<p>Although it's easy to compute a trajectory without any rotation of my object, I do not manage to rotate my object around its own axis. Indeed, I have computed the 3 well-known rotation matrix but it (of course) rotate  my object (represented by a set of points) around the axis of my figure (in the ""world"" system).</p>

<p>For example, the center of inertia of my object (currently the center of my circle) is I whose coordinates are (Xi,Yi,Zi). Thus, I suppose that I need to define an additional system for my object to be able to rotate my object about these 3 new axis composing such a system...</p>

<p>I would like something like:</p>

<p><code>[X2,Y2,Z2]=Mat*[X1,Y1,Z1]</code> where <code>[X1,Y1,Z1]</code> is the coordinates of a point of my object before the rotation, <code>[X2,Y2,Z2]</code> the coordinates after the rotation and Mat the matrix I am looking for. Of course, the center of inertia must be unchanged whichever the rotation (yaw and/or pitch or/and roll)</p>

<p>However I have no idea about the way to compute such a matrix. The link below summarizes my wish.</p>

<p><a href=""http://hpics.li/0639a11"" rel=""nofollow"">Drawing of my problem</a></p>
",4/6/2014 11:08,,840,0,6,0,,3503312,,4/6/2014 10:21,29,,,,,,34937761,then you'll have to keep track of the relative rotation of the object to the world coordinate system.,fp
4290,71741810,how do i fix Simbad requires Java 3D error message,|java|executable-jar|robotics|java-3d|,"<p>Hello I am starting with simbad and I installed Simbad1.4 and java3d1.5 but when i try to open simbad an error message occurs and it writes Simbad requires Java 3D
I have Windows 10</p>
",4/4/2022 18:03,,44,0,4,0,,13511000,"Athens, Ελλάδα",5/10/2020 11:16,6,,,,,,126784716,take the [tour] read [ask] and post a [mcve],fp
2882,45941162,How would one connect an SQL db securely to an external client?,|python|database|web|iot|robotics|,"<p>I'm attempting to connect a database, located on a web server, to a robot but I do not know how to connect the database to the robot. I would like the robot to run SELECT and UPDATE queries from the robot. The other issue is that I do not intend on using C-languages or Java; I plan on using python in the main control system.</p>

<p>I do know:
PHP
VBScript
Batch
Python</p>

<p>If anyone knows how to connect the DB to a bot it would be a great help.</p>
",8/29/2017 14:02,,353,1,0,-1,,8517235,,8/25/2017 14:55,7,45941312,"<p>So basically how to connect to an SQL DB in python? I'm working on a virtual bot right now doing the same thing. Look into the module , SQL-connector!<br> <a href=""http://www.mysqltutorial.org/python-connecting-mysql-databases/"" rel=""nofollow noreferrer"">http://www.mysqltutorial.org/python-connecting-mysql-databases/</a><br>
You would start with creating a config.ini with your credentials<br></p>

<pre><code>[mysql]
host = localhost
database = python_mysql
user = root
password =
</code></pre>

<p>Read Config.ini and return a dictionary<br></p>

<pre><code>from configparser import ConfigParser 
def read_db_config(filename='config.ini', section='mysql'):
    """""" Read database configuration file and return a dictionary object
    :param filename: name of the configuration file
    :param section: section of database configuration
    :return: a dictionary of database parameters
    """"""
    # create parser and read ini configuration file
    parser = ConfigParser()
    parser.read(filename)

    # get section, default to mysql
    db = {}
    if parser.has_section(section):
        items = parser.items(section)
        for item in items:
            db[item[0]] = item[1]
    else:
        raise Exception('{0} not found in the {1} file'.format(section, filename))

    return db
</code></pre>

<p>and connect to MYSQL database<br></p>

<pre><code>from mysql.connector import MySQLConnection, Error
from python_mysql_dbconfig import read_db_config


def connect():
    """""" Connect to MySQL database """"""

    db_config = read_db_config()

    try:
        print('Connecting to MySQL database...')
        conn = MySQLConnection(**db_config)

        if conn.is_connected():
            print('connection established.')
        else:
            print('connection failed.')

    except Error as error:
        print(error)

    finally:
        conn.close()
        print('Connection closed.')


if __name__ == '__main__':
    connect()
</code></pre>

<p>and update statement would look like the following<br></p>

<pre><code>def update_book(book_id, title):
    # read database configuration
    db_config = read_db_config()

    # prepare query and data
    query = """""" UPDATE books
                SET title = %s
                WHERE id = %s """"""

    data = (title, book_id)

    try:
        conn = MySQLConnection(**db_config)

        # update book title
        cursor = conn.cursor()
        cursor.execute(query, data)

        # accept the changes
        conn.commit()

    except Error as error:
        print(error)

    finally:
        cursor.close()
        conn.close()


if __name__ == '__main__':
    update_book(37, 'The Giant on the Hill *** TEST ***')
</code></pre>
",4965901,0,1,,,wireless
4784,78227765,I want to use 3.10 python to take input from leap motion sensor. Is there any useful module or library for this purpose?,|python-3.x|arduino|sensors|robotics|leap-motion|,"<p>I have been trying to use python for using leap motion sensor. But i am getting the libraries but they are outdated not compatible with the latest python. Is there any python library or arduino library for this purpose?</p>
<p>I want libraries to get input from leap motion sensor and control my soft robot through it.</p>
",3/26/2024 19:35,,16,0,0,-1,,23824099,,3/26/2024 19:26,0,,,,,,,,api
998,5090168,Binary Image Corner Detection,|c++|python|algorithm|image-processing|robotics|,"<p>I have a matrix that represents a binary image (1 for each cell that represents ""black"" pixels and 0 for ""white"" ones). The black pixels represent the figures (shape and fill) of the image and the white ones the background. What I want to do is to detect the corners of the figures represented in the matrix.</p>

<p>2 examples:</p>

<hr />

<p><img src=""https://i.stack.imgur.com/vqvGW.png"" alt=""enter image description here""></p>

<hr />

<p>Any idea or algorithm for this?</p>

<p>Thanks in advance.</p>
",2/23/2011 11:18,,1969,2,6,1,0,277927,"Caracas, Venezuela",2/21/2010 2:55,118,5090400,"<p>Try the <a href=""http://opencv.willowgarage.com/wiki/"" rel=""nofollow"">opencv libraries</a>, they have <a href=""http://opencv.willowgarage.com/documentation/python/index.html"" rel=""nofollow"">python bindings</a> and a lot of algorithms to do corner detection.</p>

<p>my2c</p>
",135549,5,1,5707640,And what exactly are the corners? The bounding box? Something else?,fp
3933,65313003,Differentiable Signed Distance Function for Isosceles Triangle (Field of View),|math|optimization|graphics|computer-vision|robotics|,"<p>I'm trying to find a signed distance function (SDF) for a simple 2D isoscele triangle, which represents the Field of View of a robot / camera. Ideally the SDF is also differentiable.</p>
<p>So far I have tried the basic 2D SDF commonly found in shaders, but this is not applicable to my problem, as it involves calculation of non-differentiable functions.</p>
<p>Particularly I'm looking for the following (compare <a href=""https://goldberg.berkeley.edu/pubs/Patil-ICRA2014-BSP-Sensing-Discontinuity-final.pdf"" rel=""nofollow noreferrer"">https://goldberg.berkeley.edu/pubs/Patil-ICRA2014-BSP-Sensing-Discontinuity-final.pdf</a>):</p>
<p><a href=""https://i.stack.imgur.com/i8Q9c.png"" rel=""nofollow noreferrer"">SDF</a></p>
<blockquote>
<p>Relationship between measurements and signed distance to valid sensing region: (a) The expected position p^xt of the robot or object lies outside the field of view Π (shown in yellow) of a sensor, corresponding to a positive signed distance, where no measurements are obtained. The normal vector n indicates the direction of closest approach.</p>
</blockquote>
<p>Does anyone have any pointers on how to compute this?</p>
",12/15/2020 20:12,,140,0,0,2,,14832680,,12/15/2020 20:00,2,,,,,,,,vision
2628,41556912,How to publish a `geometry_msgs/PoseArray` from the command line?,|ros|robotics|,"<p>Can anybody give me an example of geometry_msgs/PoseArray message using rostopic pub? I keep on getting errors when i try and interpret the syntax from the ROS documentation, a solid example would be really helpful.</p>
",1/9/2017 21:05,,5211,1,3,2,,6669999,"Cumbria, United Kingdom",8/3/2016 0:19,58,41590025,"<p>Do you mean something like this:</p>

<pre><code>rostopic pub /my_topic geometry_msgs/PoseArray ""{header: {frame_id: 'base_frame'}, poses: [{position: {x: 1.0, y: 0.0, z: 0.0}, orientation: {x: 0.0, y: 0.0, z: 0.0, w: 1.0}}, {position: {x: 1.1, y: 0.0, z: 0.0}, orientation: {x: 0.0, y: 0.0, z: 0.0, w: 1.0}}]}""
</code></pre>

<p>This will publish a <code>PoseArray</code> message containing two poses to the topic <code>my_topic</code>. Furthermore, if you are using bash I believe you can auto-complete the message by hitting tab. </p>
",4788274,1,0,70354829,Clearly you know nothing about ROS. This is not a debugging question. Why don't you pipe down and look for verification points on another thread?,li
2379,32941468,horizontal acceleration measurement in self-balancing 2-wheel vehicles?,|robotics|kalman-filter|inertial-navigation|,"<p>it's now the standard practices to fuse the measurements from accelerometers and gyro through Kalman filter, for applications like self-balancing 2-wheel carts:   for example: <a href=""http://www.mouser.com/applications/sensor_solutions_mems/"" rel=""nofollow"">http://www.mouser.com/applications/sensor_solutions_mems/</a></p>

<p>accelerometer gives a reading of the tilt angle through arctan(a_x/a_y).  it's very confusing to use the term ""acceleration"" here, since what it really means is the projection of gravity along the devices axis (though I understand that , physically, gravity is really just acceleration ).  </p>

<p>here is the big problem: when the cart is trying to move, the motor drives the cart and creates a non-trivial acceleration in horizontal direction, this would make the a_x no longer a just projection of gravity along the device x-axis. in fact it would make the measured tilt angle appear larger. how is this handled? I guess given the maturity of Segway, there must be some existing ways to handle it.  anybody has some pointers?</p>

<p>thanks
Yang</p>
",10/5/2015 4:51,32950746,93,1,0,0,,933882,,9/8/2011 1:38,203,32950746,"<p>You are absolutely right. You can estimate pitch and roll angles using projection of gravity vector. You can obtain gravity vector by utilizing motionless accelerometer, but if accelerometer moves, then it measures gravity + linear component of acceleration and the main problem here is to sequester gravity component from linear accelerations. The best way to do it is to pass the accelerometer signal through Low-Pass filter.
Please refer to 
<a href=""http://www.kircherelectronics.com/blog/index.php/11-android/sensors/8-low-pass-filter-the-basics"" rel=""nofollow"">Low-Pass Filter: The Basics</a> or 
<a href=""http://Android%20Accelerometer:%20Low-Pass%20Filter%20Estimated%20Linear%20Acceleration"" rel=""nofollow"">Android Accelerometer: Low-Pass Filter Estimated Linear Acceleration</a>
 to learn more about Low-Pass filter.</p>

<p><a href=""http://www.codeproject.com/Articles/729759/Android-Sensor-Fusion-Tutorial"" rel=""nofollow"">Sensor fusion algorithm</a> should be interesting for you as well.</p>
",3642042,0,0,,,mc
4144,69822488,"Given a Grid, find which Blocks are occupied by a circular object of radius R",|geometry|grid|language-agnostic|robotics|,"<p>As you can guess from the title, I am trying to solve the following problem.</p>
<p><strong>Given a grid of size NxN and a circular object O of radius R with centre C at (x_c, y_c), find which Blocks are occupied by O.</strong></p>
<p>An example is shown in the figure below:</p>
<p><a href=""https://i.stack.imgur.com/OmnF6.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/OmnF6.png"" alt=""enter image description here"" /></a></p>
<p>In that example, I expect the output to be [1,2,5,6].</p>
<p>I would be very grateful if anyone has a suggestion or resources.</p>
",11/3/2021 9:30,,203,2,0,0,,8018957,"Rome, Metropolitan City of Rome, Italy",5/16/2017 10:09,3,69852719,"<p>I used Python3 and OpenCv  but it can be done in any language.</p>
<p>Source:</p>
<pre><code>import cv2
import numpy as np
import math

def drawgrid(im,xv,yv,cx,cy,r):
    #params: image,grid_width,grid_height,circle_x,circle_y,circle_radius
    cellcoords = set() #i use set for unique values 
    h,w,d = im.shape

    #cell width,height
    cew = int(w/xv)
    ceh = int(h/yv)

    #center of circle falls in this cells's coords 
    nx = int(cx / cew )
    ny = int(cy / ceh )
    cellcoords.add((nx,ny))


    for deg in range(0,360,1):
        cirx = cx+math.cos(deg)*r
        ciry = cy+math.sin(deg)*r

        #find cell coords of the circumference point 
        nx = int(cirx / cew )
        ny = int(ciry / ceh )
        cellcoords.add((nx,ny))




    #grid,circle colors
    red = (0,0,255)
    green = (0,255,0)

    #drawing red lines
    for ix in range(xv):
        lp1 = (cew * ix , 0)
        lp2 = (cew * ix , h)
        cv2.line(im,lp1,lp2,red,1)

    for iy in range(yv):
        lp1 = (0 , ceh * iy)
        lp2 = (w , ceh * iy)
        cv2.line(im,lp1,lp2,red,1)

    #drawing green circle
    cpoint = (int(cx),int(cy))
    cv2.circle(im,cpoint,r,green)

    print(&quot;cells coords:&quot;,cellcoords)


imw=500
imh=500

im  = np.ndarray((imh,imw,3),dtype=&quot;uint8&quot;)
drawgrid(im,9,5, 187,156 ,50)


cv2.imshow(&quot;grid&quot;,im)
cv2.waitKey(0)
</code></pre>
<p>output: cells coords: {(3, 2), (3, 1), (2, 1), (2, 2), (4, 1)}</p>
<pre><code>cells coords are zero based x,y. 
So ...

1° cell top left is at (0,0) 
2° cell  is at (1,0) 
3° cell  is at (2,0) 

1° cell of 2° row is at (0,1) 
2° cell of 2° row is at (1,1) 
3° cell of 2° row is at (2,1) 
and so on ...

Getting cell number from cell coordinates might be fun for you
</code></pre>
<p><a href=""https://i.stack.imgur.com/JaGHW.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/JaGHW.png"" alt=""enter image description here"" /></a></p>
",10638652,-2,3,,,fp
1625,14512520,"Making a half-elliptical path in MATLAB from three input points through 3D space, to be fed into Visual Studio and ultimately a robotic arm",|matlab|math|geometry|robotics|coordinate-systems|,"<p>First, a little bit about my set up: I have a robotic arm into which points and movement patterns can be programmed into. The goal is to get it to move in certain ways based on the inputs that we put into it.</p>

<p>On the same table as the robotic arm is another arm that moves under human power and can sense where it is in space. The two arms share a coordinate system already, but I am having trouble with a particular calcuation that is giving me a headache.</p>

<p>The current goal is specifically to take three points with the sensing arm and then translate that into a half-ellipse arc that travels through the three of them. This arc should start at the first point, reach apex at the second, and finish on the third, traveling through all three dimensions to do so if necessary. The three points feed through Visual Studio, then are put into MATLAB and turned into an array of 99 xyz coordinates.</p>

<p>We have every step working except for the MATLAB function. The points are nowhere near the actual coordinates, though the relationship between them seems okay. Can anyone tell me what is wrong with the code? </p>

<p>Here is what we have so far:</p>

<pre><code>function P = getEllipticalPath(h0,hl,hr)
%define center of ellipse
center = (hl+hr)/2;

%want everything centered at (0,0,0)
h0 = h0 - center;
hl = hl - center;
hr = hr - center;

%xz plane direction between h0 and center
d = [h0(1),0,0]/49;

%now get the major/minor axis of the ellipse
%minor axis(along z axis)
a = h0(3);
b = hr(2);%arbitrary with hr

%set increment of orbit
incr = (pi)/99;

%by symmetry, only need to compute first half of orbit
%allocation
Pf = zeros(99,3);
for i=1:99
    if(i &lt; 50)
       newpt = [0, b*cos(i*incr), a*sin(i*incr)] + (i*d);
    else 
        newpt = [0, b*cos(i*incr), a*sin(i*incr)] + (99 - i)*d;
    end 

    Pf(i,:) = [newpt(1), newpt(2), newpt(3)];
end
P = addOffset(Pf,-h0);

end

%simply adds a fixed translational offset to the given list of vectors
%(n*3 matrix). Assumes a matrix that is longer than 3.

function P = addOffset(points,offset)
newpoints = zeros(length(points),3);
for i=1:length(points);

    newpoints(i,:) = points(i,:) + offset;
end
P = newpoints;
end
</code></pre>

<p>EDIT: Forgot input-output information; here is an example:</p>

<p>Input:</p>

<pre><code>&gt;&gt; h0 = [-10.06   14.17   0.53 ]

h0 =

  -10.0600   14.1700    0.5300

&gt;&gt; hl = [-45.49   7.87   1.07 ]

hl =

  -45.4900    7.8700    1.0700

&gt;&gt; hr = [-4.52   -20.73   1.02 ]

hr =

   -4.5200  -20.7300    1.0200

&gt;&gt; P = getEllipticalPath(h0,hl,hr)
</code></pre>

<p>Output:</p>

<p><img src=""https://i.stack.imgur.com/f8Unw.png"" alt=""This is very different from ecpectations. We would expect it to start on hl, move in increments through h0 and end on hr, but instead we get this.""></p>
",1/24/2013 23:07,,377,1,5,4,,2009238,,1/24/2013 22:43,6,14512847,"<p>I think you complicated things for yourself with all the offsetting and stuff. I think what you want to do is this:</p>

<ul>
<li><p>Get the center vertex C of the ellipse as (hl+hr)/2</p></li>
<li><p>Get the major axis vector B as (center-hl)</p></li>
<li><p>Get the minor axis vector A as (h0-center)</p></li>
<li><p>Get the angular delta float INCR as (pi)/99</p></li>
<li><p>Now you can calculate each vertex in PF from i = 1 to 99 as <code>center *(vertex)* + B*cos(i*incr) *(vector)* + A*sin(i*incr) *(vector)*</code></p></li>
</ul>

<p>Basically you're starting at the center, moving towards hr or hl according to the cos of the angle, and moving towards h0 as the sin of the angle, using those vectors to control how far and in which direction you move.</p>
",497106,0,0,20231773,"Can you give us some sample input, expected and actual output, please?",position
423,1811366,"Infinite timeouts or ""fail fast"" in custom network protocol?",|network-protocols|robotics|peripherals|,"<p>Consider custom network protocol. This custom protocol could be used to control robotic peripherals over LAN from central .NET based workstation. (If it is important, the robot is busy moving fabs in chip production environment).</p>

<ul>
<li>there are only 2 parties in conversation: .NET station and robotic peripheral board</li>
<li>the robotic side can only receive requests and send responses</li>
<li>the .NET side can only initiate requests and receive responses</li>
<li>there always should be exactly one response per request</li>
<li>the consequent requests can follow immediately one after another without waiting for response, but never exceed the fixed limit of simultaneously served requests (for example 5)</li>
</ul>

<p>I had exhaustive discussion with my friend (who owns the design, I have discussed the thing as a bystander) about all nice details and ideas. At the end of discussion we had strong disagreement about missing timeouts. My friend's argument is that software on both sides should wait indefinitely. My argument was that timeouts are always needed by any network protocol. We simply could never agree. </p>

<p>One of my reasoning is that in case of any failure you should ""fail fast"" whatever cost, because if failure already occurred anyway, cost of recovery continues to grow proportionally to time spent to receive an info about failure. Say after 1 minute on LAN you definitely should stop waiting and just invoke some alarm.</p>

<p>But his argument was that recovery should include exactly the repairing of what failed (in this case recovery of network connection) and even if it takes to spend hours to figure out that network was lost and fixed, the software should just continue transparently running, immediately after reconnecting the LAN cables.</p>

<p>I would never seriously think about timeless protocols, until this discussion. </p>

<p><strong>Which side of argument is right ? The ""fail fast"" or ""never fail"" ?</strong></p>

<p>Edit: Example of failure is loss of communication, normally detected by TCP layer. This part was also discussed. In case of TCP layer returning error, the higher custom protocol layer will retry sends and there is no argument about it. The question is: for how long to allow the lower level to keep trying ?</p>

<p>Edit for accepted answer:
Answer is more complex than 2 choices: ""<em>The most common approach is never give up connection until actual attempt to send fails with solid confirmation that connection is long lost. To calculate that connection is long lost use heartbeats, but keep age of loss for this confirmation only, not for immediate alarm</em>"".</p>

<p>Example: When having telnet session, you can keep your terminal up forever and you never know if in between hitting Enter there were failures detectable by lower level routines.</p>
",11/28/2009 2:40,1811461,305,2,0,2,0,,,,,1811431,"<p>In the scenario where ...</p>

<ul>
<li>Controller has sent a request</li>
<li>Robot hasn't received the request</li>
<li>Network fails</li>
</ul>

<p>... then the request has been sent, but has been lost and will never arrive.</p>

<p>Therefore, when the network is restored, the controller must resend the request: the controller cannot simply wait forever for the response.</p>
",49942,1,2,,,wireless
4747,77869639,Example of using TRAC_IK library to move the Fetch robot arm (without using MoveIt),|python|ros|robot|moveit|,"<p>I am having trouble using the TRAC_IK solver to move Fetch robot arm without using MoveIt.
Previously I used MoveIt, which has all the examples and code I need to run. However, I found out that TRAC_IK is more accurate with Fetch robot.</p>
<p>Does anyone have any example of using TRAC_IK in moving the arm? Also, how to publish the joint states directly to the robot?</p>
<p>I have this code here, but it doesn't work.</p>
<pre><code>#!/usr/bin/env python

import rospy
from trac_ik_python.trac_ik import IK
from sensor_msgs.msg import JointState

def calculate_joint_angles(ik_solver, pose):
    # Assuming the pose is [x, y, z, qx, qy, qz, qw]
    x, y, z, qx, qy, qz, qw = pose
    seed_state = [0] * ik_solver.number_of_joints
    return ik_solver.get_ik(seed_state, x, y, z, qx, qy, qz, qw)

if __name__ == '__main__':
    rospy.init_node(&quot;simple_disco&quot;)

    base_link = &quot;base_link&quot;
    end_link = &quot;wrist_roll_joint&quot;
    ik_solver = IK(base_link, end_link)

    # Publisher for joint states
    pub = rospy.Publisher('/joint_states', JointState, queue_size=10)

    joint_names = [&quot;torso_lift_joint&quot;, &quot;shoulder_pan_joint&quot;,
                   &quot;shoulder_lift_joint&quot;, &quot;upperarm_roll_joint&quot;,
                   &quot;elbow_flex_joint&quot;, &quot;forearm_roll_joint&quot;,
                   &quot;wrist_flex_joint&quot;, &quot;wrist_roll_joint&quot;]

    # Define your end-effector poses here
    # These need to be defined as [x, y, z, qx, qy, qz, qw]
    disco_poses = [[0.5, 0.5, 0.5, 0, 0, 0, 1],
                   [0.5, 1, 0.5, 0, 0, 0, 1],
                   [0.5, 0.5, 0.5, 0, 0, 0, 1],
                   [0.5, 1, 0.5, 0, 0, 0, 1]]  # Define your poses here

    rate = rospy.Rate(1)  # Adjust the rate as needed

    for pose in disco_poses:
        if rospy.is_shutdown():
            break

        joint_angles = calculate_joint_angles(ik_solver, pose)

        if joint_angles:
            joint_state = JointState()
            joint_state.header.stamp = rospy.Time.now()
            # joint_state.name = ik_solver.joint_names
            joint_state.name = joint_names
            joint_state.position = joint_angles

            pub.publish(joint_state)
            rospy.loginfo(&quot;Moving to pose&quot;)
        else:
            rospy.logerr(&quot;No IK solution found for the given pose&quot;)

        rate.sleep()

    rospy.loginfo(&quot;Disco sequence complete&quot;)

</code></pre>
",1/23/2024 22:37,,16,0,0,0,,9596491,,4/4/2018 11:40,1,,,,,,,,hc
540,2761748,Rotation Matrix calculates by column not by row,|matlab|matrix|rotation|linear-algebra|robotics|,"<p>I have a class called forest and a property called fixedPositions that stores 100 points (x,y) and they are stored 250x2 (rows x columns) in MatLab.  When I select 'fixedPositions', I can click scatter and it will plot the points.  </p>

<p>Now, I want to rotate the plotted points and I have a rotation matrix that will allow me to do that.</p>

<p>The below code should work:</p>

<p>theta = obj.heading * pi/180;
apparent = [cos(theta)  -sin(theta) ; sin(theta)  cos(theta)] * obj.fixedPositions;</p>

<p>But it wont.  I get this error.</p>

<p>??? Error using ==> mtimes
Inner matrix dimensions must agree.</p>

<p>Error in ==> landmarks>landmarks.get.apparentPositions at 22
            apparent = [cos(theta)  -sin(theta) ; sin(theta)  cos(theta)] * obj.fixedPositions;</p>

<p>When I alter forest.fixedPositions to store the variables 2x250 instead of 250x2, the above code will work, but it wont plot.  I'm going to be plotting fixedPositions constantly in a simulation, so I'd prefer to leave it as it, and make the rotation work instead.</p>

<p>Any ideas?</p>

<p>Also, fixed positions, is the position of the xy points as if you were looking straight ahead.  i.e. heading = 0.  heading is set to 45, meaning I want to rotate points clockwise 45 degrees.  </p>

<p>Here is my code:</p>

<pre><code>classdef landmarks
  properties
    fixedPositions   %# positions in a fixed coordinate system. [x, y]
    heading = 45;     %# direction in which the robot is facing
  end
  properties (Dependent)
    apparentPositions
  end
  methods
    function obj = landmarks(numberOfTrees)
        %# randomly generates numberOfTrees amount of x,y coordinates and set 
        %the array or matrix (not sure which) to fixedPositions
        obj.fixedPositions = 100 * rand([numberOfTrees,2]) .* sign(rand([numberOfTrees,2]) - 0.5);
    end
    function apparent = get.apparentPositions(obj)
        %# rotate obj.positions using obj.facing to generate the output
        theta = obj.heading * pi/180;
        apparent = [cos(theta)  -sin(theta) ; sin(theta)  cos(theta)] * obj.fixedPositions;
    end
  end
end
</code></pre>

<p>P.S. If you change one line to this: obj.fixedPositions = 100 * rand([2,numberOfTrees]) .* sign(rand([2,numberOfTrees]) - 0.5);</p>

<p>Everything will work fine... it just wont plot. </p>

<p>ans = obj.fixedPositions; ans';  will flip it to what I need to plot, but there has to be a way to avoid this? </p>
",5/3/2010 22:54,2761889,1441,2,0,2,0,327502,"Cambridge, MA",4/28/2010 5:27,207,2761889,"<p>I think you want to transpose the matrix before and after multiplying by the rotation. If the matrix is real numbers, you can do:</p>

<pre><code>apparent = ([cos(theta)  -sin(theta) ; sin(theta)  cos(theta)] * (obj.fixedPositions)')';
</code></pre>
",93910,3,1,,,orientation
3288,54652810,is there any method to create mapping for nao robot by python?,|python|robot|nao-robot|choregraphe|,"<p>I connect the Nao robot to my Python shell with <code>naoqi</code>, it works for some codes, now I want to do mapping for a room by Python, how can I do it without ROS, I do not have any idea.</p>
",2/12/2019 14:53,,128,1,0,-2,,11002744,,2/1/2019 19:06,9,54664981,"<p>Have a look at <a href=""http://doc.aldebaran.com/2-5/naoqi/motion/alnavigation.html"" rel=""nofollow noreferrer"">ALNavigation</a> it offers the method <a href=""http://doc.aldebaran.com/2-5/naoqi/motion/exploration-api.html?highlight=exploration#ALNavigationProxy::explore__float"" rel=""nofollow noreferrer"">explore</a>.</p>

<p>You can find Python script code examples for exploring and localizing <a href=""http://doc.aldebaran.com/2-5/naoqi/motion/exploration-api.html#code-samples"" rel=""nofollow noreferrer"">here</a>.</p>
",3049394,0,0,,,mapping
4676,77233058,Is it possible to simulate Nasa's R2 robot on ROS Noetic?,|simulation|ros|robotics|gazebo-simu|rospy|,"<p>Steps I followed:</p>
<p>Step 1: Installed controllers and other things using</p>
<pre><code>sudo apt-get install ros-noetic-ros-control ros-noetic-gazebo-ros-control ros-noetic-joint-state-controller ros-noetic-effort-controllers ros-noetic-joint-trajectory-controller ros-noetic-moveit* ros-noetic-octomap* ros-noetic-object-recognition-*
</code></pre>
<p>Step 2:I tried cloning this repository but it is missing:</p>
<pre><code>git clone -b noetic-devel https://bitbucket.org/nasa_ros_pkg/nasa_r2_simulator.git
</code></pre>
",10/4/2023 21:21,,33,0,0,0,,17986015,,1/20/2022 16:00,2,,,,,,,,fp
